,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
10,"[10, 11, 2, 1, 0]","[10, 11, 2, 1]","[10, 11, 2]","[10, 11, 2, 3]","[10, 52, 12, 4]","[10, 52, 12, 4, 5]","[10, 52, 12, 4, 5, 6]","[10, 52, 12, 4, 5, 6, 7]","[10, 52, 12, 4, 5, 6, 7, 8]","[10, 9]",[10],"[10, 11]","[10, 52, 12]","[10, 52, 12, 4, 5, 6, 7, 8, 13]","[10, 39, 40, 29, 14]","[10, 39, 40, 29, 14, 38, 15]","[10, 39, 40, 29, 14, 38, 32, 16]","[10, 52, 12, 4, 5, 6, 7, 8, 13, 17]","[10, 52, 12, 4, 5, 44, 22, 46, 21, 20, 19, 18]","[10, 52, 12, 4, 5, 44, 22, 46, 21, 20, 19]","[10, 52, 12, 4, 5, 44, 22, 46, 21, 20]","[10, 52, 12, 4, 5, 44, 22, 46, 21]","[10, 52, 12, 4, 5, 44, 22]","[10, 52, 12, 4, 23]","[10, 39, 40, 29, 14, 38, 15, 59, 24]","[10, 39, 40, 29, 14, 38, 15, 59, 24, 60, 63, 26, 25]","[10, 39, 40, 29, 14, 38, 15, 59, 24, 60, 63, 26]","[10, 39, 40, 29, 14, 38, 15, 59, 24, 60, 63, 26, 27]","[10, 52, 12, 4, 5, 44, 22, 46, 21, 20, 28]","[10, 39, 40, 29]","[10, 39, 40, 29, 30]","[10, 11, 31]","[10, 39, 40, 29, 14, 38, 32]","[10, 39, 40, 29, 14, 38, 32, 33]","[10, 39, 40, 29, 14, 38, 32, 33, 34]","[10, 39, 40, 29, 30, 64, 56, 35]","[10, 39, 40, 29, 14, 38, 32, 33, 34, 36]","[10, 11, 2, 37]","[10, 39, 40, 29, 14, 38]","[10, 39]","[10, 39, 40]","[10, 11, 31, 41]","[10, 39, 40, 42]","[10, 39, 40, 42, 43]","[10, 52, 12, 4, 5, 44]","[10, 52, 12, 4, 5, 6, 7, 8, 13, 45]","[10, 52, 12, 4, 5, 44, 22, 46]","[10, 39, 40, 29, 14, 38, 15, 47]","[10, 52, 12, 48]","[10, 52, 12, 48, 49]","[10, 52, 12, 48, 50]","[10, 52, 12, 51]","[10, 52]","[10, 39, 40, 29, 14, 38, 32, 53]","[10, 52, 12, 4, 5, 6, 7, 8, 54]","[10, 11, 2, 37, 55]","[10, 39, 40, 29, 30, 64, 56]","[10, 52, 12, 4, 5, 6, 57]","[10, 52, 12, 4, 5, 6, 57, 58]","[10, 39, 40, 29, 14, 38, 15, 59]","[10, 39, 40, 29, 14, 38, 15, 59, 24, 60]","[10, 39, 40, 29, 14, 38, 15, 59, 24, 60, 63, 26, 25, 61]","[10, 11, 2, 3, 62]","[10, 39, 40, 29, 14, 38, 15, 59, 24, 60, 63]","[10, 39, 40, 29, 30, 64]"
11,"[11, 2, 1, 0]","[11, 2, 1]","[11, 2]","[11, 2, 3]","[11, 52, 12, 4]","[11, 52, 12, 4, 5]","[11, 52, 12, 4, 5, 6]","[11, 52, 12, 4, 5, 6, 7]","[11, 52, 12, 4, 5, 6, 7, 8]","[11, 9]","[11, 10]",[11],"[11, 52, 12]","[11, 52, 12, 4, 5, 6, 7, 8, 13]","[11, 10, 39, 40, 29, 14]","[11, 10, 39, 40, 29, 14, 38, 15]","[11, 10, 39, 40, 29, 14, 38, 32, 16]","[11, 52, 12, 4, 5, 6, 7, 8, 13, 17]","[11, 52, 12, 4, 5, 44, 22, 46, 21, 20, 19, 18]","[11, 52, 12, 4, 5, 44, 22, 46, 21, 20, 19]","[11, 52, 12, 4, 5, 44, 22, 46, 21, 20]","[11, 52, 12, 4, 5, 44, 22, 46, 21]","[11, 52, 12, 4, 5, 44, 22]","[11, 52, 12, 4, 23]","[11, 10, 39, 40, 29, 14, 38, 15, 59, 24]","[11, 52, 12, 4, 5, 6, 7, 8, 13, 60, 63, 26, 25]","[11, 52, 12, 4, 5, 6, 7, 8, 13, 60, 63, 26]","[11, 52, 12, 4, 5, 6, 7, 8, 13, 60, 63, 26, 27]","[11, 52, 12, 4, 5, 44, 22, 46, 21, 20, 28]","[11, 10, 39, 40, 29]","[11, 10, 39, 40, 29, 30]","[11, 31]","[11, 10, 39, 40, 29, 14, 38, 32]","[11, 10, 39, 40, 29, 14, 38, 32, 33]","[11, 10, 39, 40, 29, 14, 38, 32, 33, 34]","[11, 10, 39, 40, 29, 30, 64, 56, 35]","[11, 10, 39, 40, 29, 14, 38, 32, 33, 34, 36]","[11, 2, 37]","[11, 10, 39, 40, 29, 14, 38]","[11, 10, 39]","[11, 10, 39, 40]","[11, 31, 41]","[11, 10, 39, 40, 42]","[11, 10, 39, 40, 42, 43]","[11, 52, 12, 4, 5, 44]","[11, 52, 12, 4, 5, 6, 7, 8, 13, 45]","[11, 52, 12, 4, 5, 44, 22, 46]","[11, 10, 39, 40, 29, 14, 38, 15, 47]","[11, 52, 12, 48]","[11, 52, 12, 48, 49]","[11, 52, 12, 48, 50]","[11, 52, 12, 51]","[11, 52]","[11, 10, 39, 40, 29, 14, 38, 32, 53]","[11, 52, 12, 4, 5, 6, 7, 8, 54]","[11, 2, 37, 55]","[11, 10, 39, 40, 29, 30, 64, 56]","[11, 52, 12, 4, 5, 6, 57]","[11, 52, 12, 4, 5, 6, 57, 58]","[11, 10, 39, 40, 29, 14, 38, 15, 59]","[11, 52, 12, 4, 5, 6, 7, 8, 13, 60]","[11, 52, 12, 4, 5, 6, 7, 8, 13, 60, 63, 26, 25, 61]","[11, 2, 3, 62]","[11, 52, 12, 4, 5, 6, 7, 8, 13, 60, 63]","[11, 10, 39, 40, 29, 30, 64]"
12,"[12, 4, 3, 2, 1, 0]","[12, 4, 3, 2, 1]","[12, 4, 3, 2]","[12, 4, 3]","[12, 4]","[12, 4, 5]","[12, 4, 5, 6]","[12, 4, 5, 6, 7]","[12, 4, 5, 6, 7, 8]","[12, 9]","[12, 52, 10]","[12, 52, 11]",[12],"[12, 4, 5, 6, 7, 8, 13]","[12, 51, 14]","[12, 48, 49, 15]","[12, 48, 49, 15, 47, 16]","[12, 4, 5, 6, 7, 8, 13, 17]","[12, 4, 5, 44, 22, 46, 21, 20, 19, 18]","[12, 4, 5, 44, 22, 46, 21, 20, 19]","[12, 4, 5, 44, 22, 46, 21, 20]","[12, 4, 5, 44, 22, 46, 21]","[12, 4, 5, 44, 22]","[12, 4, 23]","[12, 4, 5, 6, 7, 8, 13, 45, 24]","[12, 4, 5, 6, 7, 8, 13, 60, 63, 26, 25]","[12, 4, 5, 6, 7, 8, 13, 60, 63, 26]","[12, 4, 5, 6, 7, 8, 13, 60, 63, 26, 27]","[12, 4, 5, 44, 22, 46, 21, 20, 28]","[12, 52, 10, 39, 40, 29]","[12, 52, 10, 39, 40, 29, 30]","[12, 52, 11, 31]","[12, 51, 14, 38, 32]","[12, 51, 14, 38, 32, 33]","[12, 51, 14, 38, 32, 33, 34]","[12, 51, 14, 38, 32, 53, 35]","[12, 51, 14, 38, 32, 33, 34, 36]","[12, 4, 23, 62, 37]","[12, 51, 14, 38]","[12, 52, 10, 39]","[12, 52, 10, 39, 40]","[12, 52, 11, 31, 41]","[12, 52, 10, 39, 40, 42]","[12, 52, 10, 39, 40, 42, 43]","[12, 4, 5, 44]","[12, 4, 5, 6, 7, 8, 13, 45]","[12, 4, 5, 44, 22, 46]","[12, 48, 49, 15, 47]","[12, 48]","[12, 48, 49]","[12, 48, 50]","[12, 51]","[12, 52]","[12, 51, 14, 38, 32, 53]","[12, 4, 5, 6, 7, 8, 54]","[12, 4, 23, 62, 37, 55]","[12, 51, 14, 38, 32, 53, 56]","[12, 4, 5, 6, 57]","[12, 4, 5, 6, 57, 58]","[12, 48, 49, 15, 59]","[12, 4, 5, 6, 7, 8, 13, 60]","[12, 4, 5, 6, 7, 8, 13, 60, 63, 26, 25, 61]","[12, 4, 23, 62]","[12, 4, 5, 6, 7, 8, 13, 60, 63]","[12, 52, 10, 39, 40, 29, 30, 64]"
13,"[13, 8, 7, 6, 5, 4, 3, 2, 1, 0]","[13, 8, 7, 6, 5, 4, 3, 2, 1]","[13, 8, 7, 6, 5, 4, 3, 2]","[13, 8, 7, 6, 5, 4, 3]","[13, 8, 7, 6, 5, 4]","[13, 8, 7, 6, 5]","[13, 8, 7, 6]","[13, 8, 7]","[13, 8]","[13, 9]","[13, 8, 7, 6, 5, 4, 12, 52, 10]","[13, 8, 7, 6, 5, 4, 12, 52, 11]","[13, 8, 7, 6, 5, 4, 12]",[13],"[13, 45, 24, 59, 15, 38, 14]","[13, 45, 24, 59, 15]","[13, 45, 24, 16]","[13, 17]","[13, 17, 18]","[13, 17, 18, 19]","[13, 17, 18, 19, 20]","[13, 8, 7, 21]","[13, 8, 7, 21, 46, 22]","[13, 8, 7, 6, 57, 44, 23]","[13, 45, 24]","[13, 60, 63, 26, 25]","[13, 60, 63, 26]","[13, 60, 63, 26, 27]","[13, 17, 18, 19, 28]","[13, 45, 24, 59, 15, 38, 14, 29]","[13, 45, 24, 59, 47, 32, 53, 30]","[13, 8, 7, 6, 5, 4, 3, 2, 1, 31]","[13, 45, 24, 59, 47, 32]","[13, 45, 24, 16, 33]","[13, 45, 24, 16, 33, 34]","[13, 45, 24, 16, 33, 34, 35]","[13, 45, 24, 16, 33, 34, 36]","[13, 8, 7, 6, 57, 44, 23, 62, 37]","[13, 45, 24, 59, 15, 38]","[13, 45, 24, 59, 15, 38, 14, 29, 40, 39]","[13, 45, 24, 59, 15, 38, 14, 29, 40]","[13, 8, 7, 6, 5, 4, 3, 2, 1, 31, 41]","[13, 45, 24, 59, 15, 38, 14, 29, 42]","[13, 45, 24, 59, 15, 38, 14, 29, 42, 43]","[13, 8, 7, 6, 57, 44]","[13, 45]","[13, 8, 7, 21, 46]","[13, 45, 24, 59, 47]","[13, 8, 7, 6, 48]","[13, 8, 7, 6, 50, 49]","[13, 8, 7, 6, 50]","[13, 8, 7, 6, 50, 49, 51]","[13, 8, 7, 6, 5, 4, 12, 52]","[13, 45, 24, 59, 47, 32, 53]","[13, 8, 54]","[13, 8, 7, 6, 57, 44, 23, 62, 37, 55]","[13, 45, 24, 16, 33, 34, 35, 56]","[13, 8, 7, 6, 57]","[13, 8, 7, 58]","[13, 45, 24, 59]","[13, 60]","[13, 60, 63, 26, 25, 61]","[13, 8, 7, 6, 57, 44, 23, 62]","[13, 60, 63]","[13, 45, 24, 59, 47, 32, 53, 30, 64]"
14,"[14, 29, 40, 39, 10, 11, 2, 1, 0]","[14, 29, 40, 39, 10, 11, 2, 1]","[14, 29, 40, 39, 10, 11, 2]","[14, 51, 12, 4, 3]","[14, 51, 12, 4]","[14, 38, 15, 49, 50, 6, 5]","[14, 38, 15, 49, 50, 6]","[14, 38, 15, 7]","[14, 38, 15, 7, 8]","[14, 9]","[14, 29, 40, 39, 10]","[14, 29, 40, 39, 10, 11]","[14, 51, 12]","[14, 38, 15, 59, 24, 45, 13]",[14],"[14, 38, 15]","[14, 38, 32, 16]","[14, 38, 15, 59, 24, 45, 13, 17]","[14, 38, 15, 59, 24, 45, 13, 17, 18]","[14, 38, 15, 7, 8, 20, 19]","[14, 38, 15, 7, 8, 20]","[14, 38, 15, 7, 21]","[14, 38, 15, 49, 50, 6, 57, 58, 46, 22]","[14, 51, 12, 4, 23]","[14, 38, 15, 59, 24]","[14, 38, 15, 59, 24, 60, 63, 26, 25]","[14, 38, 15, 59, 24, 60, 63, 26]","[14, 38, 15, 59, 24, 60, 63, 26, 27]","[14, 38, 15, 7, 8, 20, 28]","[14, 29]","[14, 29, 30]","[14, 29, 40, 39, 10, 11, 31]","[14, 38, 32]","[14, 38, 32, 33]","[14, 38, 32, 33, 34]","[14, 38, 32, 53, 35]","[14, 38, 32, 33, 34, 36]","[14, 51, 12, 4, 23, 62, 37]","[14, 38]","[14, 29, 40, 39]","[14, 29, 40]","[14, 29, 40, 39, 10, 11, 31, 41]","[14, 29, 42]","[14, 29, 42, 43]","[14, 38, 15, 49, 50, 6, 57, 44]","[14, 38, 15, 59, 24, 45]","[14, 38, 15, 49, 50, 6, 57, 58, 46]","[14, 38, 15, 47]","[14, 38, 15, 49, 48]","[14, 38, 15, 49]","[14, 38, 15, 49, 50]","[14, 51]","[14, 29, 40, 39, 10, 52]","[14, 38, 32, 53]","[14, 38, 15, 54]","[14, 51, 12, 4, 23, 62, 37, 55]","[14, 38, 32, 53, 56]","[14, 38, 15, 49, 50, 6, 57]","[14, 38, 15, 49, 50, 6, 57, 58]","[14, 38, 15, 59]","[14, 38, 15, 59, 24, 60]","[14, 38, 15, 59, 24, 60, 63, 26, 25, 61]","[14, 51, 12, 4, 23, 62]","[14, 38, 15, 59, 24, 60, 63]","[14, 29, 30, 64]"
15,"[15, 49, 50, 6, 5, 4, 3, 2, 1, 0]","[15, 49, 50, 6, 5, 4, 3, 2, 1]","[15, 49, 50, 6, 5, 4, 3, 2]","[15, 49, 50, 6, 5, 4, 3]","[15, 49, 50, 6, 5, 4]","[15, 49, 50, 6, 5]","[15, 49, 50, 6]","[15, 7]","[15, 7, 8]","[15, 9]","[15, 38, 14, 29, 40, 39, 10]","[15, 38, 14, 29, 40, 39, 10, 11]","[15, 49, 48, 12]","[15, 59, 24, 45, 13]","[15, 38, 14]",[15],"[15, 47, 16]","[15, 59, 24, 45, 13, 17]","[15, 59, 24, 45, 13, 17, 18]","[15, 7, 8, 20, 19]","[15, 7, 8, 20]","[15, 7, 21]","[15, 49, 50, 6, 57, 58, 46, 22]","[15, 49, 50, 6, 57, 44, 23]","[15, 59, 24]","[15, 59, 24, 60, 63, 26, 25]","[15, 59, 24, 60, 63, 26]","[15, 59, 24, 60, 63, 26, 27]","[15, 7, 8, 20, 28]","[15, 38, 14, 29]","[15, 47, 32, 53, 30]","[15, 38, 14, 29, 40, 39, 10, 11, 31]","[15, 47, 32]","[15, 47, 16, 33]","[15, 47, 16, 33, 34]","[15, 47, 32, 53, 35]","[15, 47, 16, 33, 34, 36]","[15, 49, 50, 6, 57, 44, 23, 62, 37]","[15, 38]","[15, 38, 14, 29, 40, 39]","[15, 38, 14, 29, 40]","[15, 38, 14, 29, 40, 39, 10, 11, 31, 41]","[15, 38, 14, 29, 42]","[15, 38, 14, 29, 42, 43]","[15, 49, 50, 6, 57, 44]","[15, 59, 24, 45]","[15, 49, 50, 6, 57, 58, 46]","[15, 47]","[15, 49, 48]","[15, 49]","[15, 49, 50]","[15, 49, 51]","[15, 49, 48, 12, 52]","[15, 47, 32, 53]","[15, 54]","[15, 49, 50, 6, 57, 44, 23, 62, 37, 55]","[15, 47, 32, 53, 56]","[15, 49, 50, 6, 57]","[15, 49, 50, 6, 57, 58]","[15, 59]","[15, 59, 24, 60]","[15, 59, 24, 60, 63, 26, 25, 61]","[15, 49, 50, 6, 57, 44, 23, 62]","[15, 59, 24, 60, 63]","[15, 47, 32, 53, 30, 64]"
16,"[16, 47, 15, 49, 50, 6, 5, 4, 3, 2, 1, 0]","[16, 47, 15, 49, 50, 6, 5, 4, 3, 2, 1]","[16, 47, 15, 49, 50, 6, 5, 4, 3, 2]","[16, 47, 15, 49, 50, 6, 5, 4, 3]","[16, 47, 15, 49, 50, 6, 5, 4]","[16, 47, 15, 49, 50, 6, 5]","[16, 47, 15, 49, 50, 6]","[16, 24, 45, 13, 8, 7]","[16, 24, 45, 13, 8]","[16, 9]","[16, 32, 38, 14, 29, 40, 39, 10]","[16, 32, 38, 14, 29, 40, 39, 10, 11]","[16, 47, 15, 49, 48, 12]","[16, 24, 45, 13]","[16, 32, 38, 14]","[16, 47, 15]",[16],"[16, 24, 45, 13, 17]","[16, 24, 45, 13, 17, 18]","[16, 24, 45, 13, 17, 18, 19]","[16, 24, 45, 13, 17, 18, 19, 20]","[16, 24, 45, 13, 8, 7, 21]","[16, 47, 15, 49, 50, 6, 57, 58, 46, 22]","[16, 47, 15, 49, 50, 6, 57, 44, 23]","[16, 24]","[16, 24, 60, 63, 26, 25]","[16, 24, 60, 63, 26]","[16, 24, 60, 63, 26, 27]","[16, 24, 45, 13, 17, 18, 19, 28]","[16, 32, 38, 14, 29]","[16, 32, 53, 30]","[16, 32, 38, 14, 29, 40, 39, 10, 11, 31]","[16, 32]","[16, 33]","[16, 33, 34]","[16, 33, 34, 35]","[16, 33, 34, 36]","[16, 47, 15, 49, 50, 6, 57, 44, 23, 62, 37]","[16, 32, 38]","[16, 32, 38, 14, 29, 40, 39]","[16, 32, 38, 14, 29, 40]","[16, 32, 38, 14, 29, 40, 39, 10, 11, 31, 41]","[16, 32, 38, 14, 29, 42]","[16, 32, 38, 14, 29, 42, 43]","[16, 47, 15, 49, 50, 6, 57, 44]","[16, 24, 45]","[16, 47, 15, 49, 50, 6, 57, 58, 46]","[16, 47]","[16, 47, 15, 49, 48]","[16, 47, 15, 49]","[16, 47, 15, 49, 50]","[16, 47, 15, 49, 51]","[16, 32, 38, 14, 29, 40, 39, 10, 52]","[16, 32, 53]","[16, 24, 45, 13, 8, 54]","[16, 47, 15, 49, 50, 6, 57, 44, 23, 62, 37, 55]","[16, 33, 34, 35, 56]","[16, 47, 15, 49, 50, 6, 57]","[16, 47, 15, 49, 50, 6, 57, 58]","[16, 24, 59]","[16, 24, 60]","[16, 24, 60, 63, 26, 25, 61]","[16, 47, 15, 49, 50, 6, 57, 44, 23, 62]","[16, 24, 60, 63]","[16, 32, 53, 30, 64]"
17,"[17, 13, 8, 7, 6, 5, 4, 3, 2, 1, 0]","[17, 13, 8, 7, 6, 5, 4, 3, 2, 1]","[17, 13, 8, 7, 6, 5, 4, 3, 2]","[17, 13, 8, 7, 6, 5, 4, 3]","[17, 13, 8, 7, 6, 5, 4]","[17, 13, 8, 7, 6, 5]","[17, 13, 8, 7, 6]","[17, 13, 8, 7]","[17, 13, 8]","[17, 9]","[17, 13, 8, 7, 6, 5, 4, 12, 52, 10]","[17, 13, 8, 7, 6, 5, 4, 12, 52, 11]","[17, 13, 8, 7, 6, 5, 4, 12]","[17, 13]","[17, 13, 45, 24, 59, 15, 38, 14]","[17, 13, 45, 24, 59, 15]","[17, 13, 45, 24, 16]",[17],"[17, 18]","[17, 18, 19]","[17, 18, 19, 20]","[17, 18, 19, 20, 21]","[17, 18, 19, 20, 21, 46, 22]","[17, 13, 8, 7, 6, 57, 44, 23]","[17, 13, 45, 24]","[17, 13, 60, 63, 26, 25]","[17, 13, 60, 63, 26]","[17, 13, 60, 63, 26, 27]","[17, 18, 19, 28]","[17, 13, 45, 24, 59, 15, 38, 14, 29]","[17, 13, 45, 24, 59, 47, 32, 53, 30]","[17, 13, 8, 7, 6, 5, 4, 3, 2, 1, 31]","[17, 13, 45, 24, 59, 47, 32]","[17, 13, 45, 24, 16, 33]","[17, 13, 45, 24, 16, 33, 34]","[17, 13, 45, 24, 16, 33, 34, 35]","[17, 13, 45, 24, 16, 33, 34, 36]","[17, 13, 8, 7, 6, 57, 44, 23, 62, 37]","[17, 13, 45, 24, 59, 15, 38]","[17, 13, 45, 24, 59, 15, 38, 14, 29, 40, 39]","[17, 13, 45, 24, 59, 15, 38, 14, 29, 40]","[17, 13, 8, 7, 6, 5, 4, 3, 2, 1, 31, 41]","[17, 13, 45, 24, 59, 15, 38, 14, 29, 42]","[17, 13, 45, 24, 59, 15, 38, 14, 29, 42, 43]","[17, 13, 8, 7, 6, 57, 44]","[17, 13, 45]","[17, 18, 19, 20, 21, 46]","[17, 13, 45, 24, 59, 47]","[17, 13, 8, 7, 6, 48]","[17, 13, 8, 7, 6, 50, 49]","[17, 13, 8, 7, 6, 50]","[17, 13, 8, 7, 6, 50, 49, 51]","[17, 13, 8, 7, 6, 5, 4, 12, 52]","[17, 13, 45, 24, 59, 47, 32, 53]","[17, 13, 8, 54]","[17, 13, 8, 7, 6, 57, 44, 23, 62, 37, 55]","[17, 13, 45, 24, 16, 33, 34, 35, 56]","[17, 13, 8, 7, 6, 57]","[17, 13, 8, 7, 58]","[17, 13, 45, 24, 59]","[17, 13, 60]","[17, 13, 60, 63, 26, 25, 61]","[17, 13, 8, 7, 6, 57, 44, 23, 62]","[17, 13, 60, 63]","[17, 13, 45, 24, 59, 47, 32, 53, 30, 64]"
18,"[18, 19, 20, 21, 46, 22, 44, 5, 4, 3, 2, 1, 0]","[18, 19, 20, 21, 46, 22, 44, 5, 4, 3, 2, 1]","[18, 19, 20, 21, 46, 22, 44, 5, 4, 3, 2]","[18, 19, 20, 21, 46, 22, 44, 5, 4, 3]","[18, 19, 20, 21, 46, 22, 44, 5, 4]","[18, 19, 20, 21, 46, 22, 44, 5]","[18, 17, 13, 8, 7, 6]","[18, 17, 13, 8, 7]","[18, 17, 13, 8]","[18, 9]","[18, 19, 20, 21, 46, 22, 44, 5, 4, 12, 52, 10]","[18, 19, 20, 21, 46, 22, 44, 5, 4, 12, 52, 11]","[18, 19, 20, 21, 46, 22, 44, 5, 4, 12]","[18, 17, 13]","[18, 17, 13, 45, 24, 59, 15, 38, 14]","[18, 17, 13, 45, 24, 59, 15]","[18, 17, 13, 45, 24, 16]","[18, 17]",[18],"[18, 19]","[18, 19, 20]","[18, 19, 20, 21]","[18, 19, 20, 21, 46, 22]","[18, 19, 20, 21, 46, 22, 44, 23]","[18, 17, 13, 45, 24]","[18, 17, 13, 60, 63, 26, 25]","[18, 17, 13, 60, 63, 26]","[18, 17, 13, 60, 63, 26, 27]","[18, 19, 28]","[18, 17, 13, 45, 24, 59, 15, 38, 14, 29]","[18, 17, 13, 45, 24, 59, 47, 32, 53, 30]","[18, 19, 20, 21, 46, 22, 44, 5, 4, 3, 2, 1, 31]","[18, 17, 13, 45, 24, 59, 47, 32]","[18, 17, 13, 45, 24, 16, 33]","[18, 17, 13, 45, 24, 16, 33, 34]","[18, 17, 13, 45, 24, 16, 33, 34, 35]","[18, 17, 13, 45, 24, 16, 33, 34, 36]","[18, 19, 20, 21, 46, 22, 44, 23, 62, 37]","[18, 17, 13, 45, 24, 59, 15, 38]","[18, 19, 20, 21, 46, 22, 44, 5, 4, 12, 52, 10, 39]","[18, 17, 13, 45, 24, 59, 15, 38, 14, 29, 40]","[18, 19, 20, 21, 46, 22, 44, 5, 4, 3, 2, 1, 31, 41]","[18, 17, 13, 45, 24, 59, 15, 38, 14, 29, 42]","[18, 17, 13, 45, 24, 59, 15, 38, 14, 29, 42, 43]","[18, 19, 20, 21, 46, 22, 44]","[18, 17, 13, 45]","[18, 19, 20, 21, 46]","[18, 17, 13, 45, 24, 59, 47]","[18, 17, 13, 8, 7, 6, 48]","[18, 17, 13, 8, 7, 6, 50, 49]","[18, 17, 13, 8, 7, 6, 50]","[18, 17, 13, 8, 7, 6, 50, 49, 51]","[18, 19, 20, 21, 46, 22, 44, 5, 4, 12, 52]","[18, 17, 13, 45, 24, 59, 47, 32, 53]","[18, 17, 13, 8, 54]","[18, 19, 20, 21, 46, 22, 44, 23, 62, 37, 55]","[18, 17, 13, 45, 24, 16, 33, 34, 35, 56]","[18, 19, 20, 21, 46, 58, 57]","[18, 19, 20, 21, 46, 58]","[18, 17, 13, 45, 24, 59]","[18, 17, 13, 60]","[18, 17, 13, 60, 63, 26, 25, 61]","[18, 19, 20, 21, 46, 22, 44, 23, 62]","[18, 17, 13, 60, 63]","[18, 17, 13, 45, 24, 59, 47, 32, 53, 30, 64]"
19,"[19, 20, 21, 46, 22, 44, 5, 4, 3, 2, 1, 0]","[19, 20, 21, 46, 22, 44, 5, 4, 3, 2, 1]","[19, 20, 21, 46, 22, 44, 5, 4, 3, 2]","[19, 20, 21, 46, 22, 44, 5, 4, 3]","[19, 20, 21, 46, 22, 44, 5, 4]","[19, 20, 21, 46, 22, 44, 5]","[19, 20, 21, 46, 58, 57, 6]","[19, 20, 8, 7]","[19, 20, 8]","[19, 9]","[19, 20, 21, 46, 22, 44, 5, 4, 12, 52, 10]","[19, 20, 21, 46, 22, 44, 5, 4, 12, 52, 11]","[19, 20, 21, 46, 22, 44, 5, 4, 12]","[19, 18, 17, 13]","[19, 20, 8, 7, 15, 38, 14]","[19, 20, 8, 7, 15]","[19, 18, 17, 13, 45, 24, 16]","[19, 18, 17]","[19, 18]",[19],"[19, 20]","[19, 20, 21]","[19, 20, 21, 46, 22]","[19, 20, 21, 46, 22, 44, 23]","[19, 18, 17, 13, 45, 24]","[19, 18, 17, 13, 60, 63, 26, 25]","[19, 18, 17, 13, 60, 63, 26]","[19, 18, 17, 13, 60, 63, 26, 27]","[19, 28]","[19, 20, 8, 7, 15, 38, 14, 29]","[19, 18, 17, 13, 45, 24, 59, 47, 32, 53, 30]","[19, 20, 21, 46, 22, 44, 5, 4, 3, 2, 1, 31]","[19, 18, 17, 13, 45, 24, 59, 47, 32]","[19, 18, 17, 13, 45, 24, 16, 33]","[19, 18, 17, 13, 45, 24, 16, 33, 34]","[19, 18, 17, 13, 45, 24, 16, 33, 34, 35]","[19, 18, 17, 13, 45, 24, 16, 33, 34, 36]","[19, 20, 21, 46, 22, 44, 23, 62, 37]","[19, 20, 8, 7, 15, 38]","[19, 20, 21, 46, 22, 44, 5, 4, 12, 52, 10, 39]","[19, 20, 8, 7, 15, 38, 14, 29, 40]","[19, 20, 21, 46, 22, 44, 5, 4, 3, 2, 1, 31, 41]","[19, 20, 8, 7, 15, 38, 14, 29, 42]","[19, 20, 8, 7, 15, 38, 14, 29, 42, 43]","[19, 20, 21, 46, 22, 44]","[19, 18, 17, 13, 45]","[19, 20, 21, 46]","[19, 18, 17, 13, 45, 24, 59, 47]","[19, 20, 21, 46, 58, 57, 6, 48]","[19, 20, 21, 46, 58, 57, 6, 50, 49]","[19, 20, 21, 46, 58, 57, 6, 50]","[19, 20, 21, 46, 58, 57, 6, 50, 49, 51]","[19, 20, 21, 46, 22, 44, 5, 4, 12, 52]","[19, 18, 17, 13, 45, 24, 59, 47, 32, 53]","[19, 20, 8, 54]","[19, 20, 21, 46, 22, 44, 23, 62, 37, 55]","[19, 18, 17, 13, 45, 24, 16, 33, 34, 35, 56]","[19, 20, 21, 46, 58, 57]","[19, 20, 21, 46, 58]","[19, 18, 17, 13, 45, 24, 59]","[19, 18, 17, 13, 60]","[19, 18, 17, 13, 60, 63, 26, 25, 61]","[19, 20, 21, 46, 22, 44, 23, 62]","[19, 18, 17, 13, 60, 63]","[19, 18, 17, 13, 45, 24, 59, 47, 32, 53, 30, 64]"
